Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Vehicle_Type,Date,DayLengthHours,MaxTemperature,MaxWindSpeed,MinTemperature,SolarRadiation,TotalPrecipitation
09456430-988e-4c68-b364-8a5e9f1b7a47,2022-10-26,2,2,4,1,51.528273,0,Cardiff,-3.236108,1,2,South Wales,2,1,70,2024-12-10T17:07:00.000+01:00,0,2,2022-10-26,10.016666666666667,16.9,27.7,13.4,7.96,4.3
201043W225060,2022-06-30,3,2,4,1,51.447987,2,Reading,-0.980275,1,2,Thames Valley,1,2,30,2024-12-10T19:05:00.000+01:00,1,1,2022-06-30,16.55,18.1,17.5,11.2,17.51,6.5
200937L017590,2021-12-03,4,3,6,1,52.159809,0,Suffolk Coastal,1.375782,2,2,Suffolk,2,2,30,2024-12-10T17:45:00.000+01:00,0,2,2021-12-03,8.016666666666667,7.2,18.9,0.4,0.74,2.5
eb27d18e-f86d-4a10-a41b-472027b591a3,2021-05-15,5,2,1,1,53.322417,2,Denbighshire,-3.492284,1,2,North Wales,1,4,30,2024-12-10T20:28:00.000+01:00,1,4,2021-05-15,15.883333333333333,13.0,15.8,8.3,12.01,3.7
46cc134a-e990-4d99-a870-e92b55200c17,2021-11-12,4,2,3,2,52.338575,0,Warwick,-1.745902,2,1,Warwickshire,2,2,40,2024-12-10T22:15:00.000+01:00,0,2,2021-11-12,8.916666666666666,12.8,28.6,7.7,2.78,2.4
201011SL18090,2022-08-01,7,2,3,1,54.662465,2,County Durham,-1.550386,1,2,Durham,1,2,30,2024-12-10T11:30:00.000+01:00,0,2,2022-08-01,15.85,20.4,21.8,13.5,19.72,2.4
200930D000894,2021-11-09,1,3,6,1,52.912535,2,Derby,-1.48202,1,1,Derbyshire,1,2,30,2024-12-10T15:00:00.000+01:00,1,2,2021-11-09,9.033333333333333,14.0,21.6,9.9,3.12,0.1
201042I415912,2022-12-14,2,2,5,1,51.582153,1,Basildon,0.383556,2,3,Essex,2,1,70,2024-12-10T17:55:00.000+01:00,0,2,2022-12-14,7.866666666666666,0.1,15.8,-4.3,3.84,0.0
200950KC2M011,2021-12-30,3,2,6,1,50.783285,2,Mid Devon,-3.64676,1,1,Devon and Cornwall,1,2,30,2024-12-10T14:40:00.000+01:00,0,2,2021-12-30,8.016666666666667,14.4,30.7,13.0,0.84,2.2
6422f0c7-18dc-4aa7-b349-c50fcc60d375,2022-01-13,3,1,5,1,50.843038,2,Brighton and Hove,-0.134596,1,2,Sussex,4,2,30,2024-12-10T08:30:00.000+01:00,1,2,2022-01-13,8.366666666666667,6.3,7.4,-0.8,3.92,0.0
42e9e0a2-7000-4491-a900-fb07ed9d0ab0,2021-10-20,2,3,6,1,52.595865,2,Peterborough,-0.266401,1,2,Cambridgeshire,1,2,30,2024-12-10T09:15:00.000+01:00,1,2,2021-10-20,10.316666666666666,16.5,34.1,9.6,7.83,9.8
2009400D02518,2021-09-07,1,2,1,1,51.897142,2,Central Bedfordshire,-0.509847,2,2,Bedfordshire,1,2,30,2024-12-10T09:41:00.000+01:00,1,2,2021-09-07,13.183333333333334,26.5,13.9,16.2,18.54,0.0
200943R026059,2021-05-06,3,3,6,2,51.48421,2,Windsor and Maidenhead,-0.611059,1,1,Thames Valley,1,2,30,2024-12-10T20:10:00.000+01:00,0,2,2021-05-06,15.15,11.5,21.1,0.6,21.23,0.8
201005BB06211,2022-10-27,3,2,3,1,53.638393,2,Sefton,-3.011524,1,2,Merseyside,1,2,30,2024-12-10T08:40:00.000+01:00,1,2,2022-10-27,9.783333333333333,17.0,27.0,12.0,4.75,1.5
8b5ccdd5-11d1-483f-865e-3c4a893a60bb,2022-08-17,2,3,6,1,53.79791,2,Leeds,-1.5401,1,1,West Yorkshire,1,5,30,2024-12-10T12:35:00.000+01:00,1,2,2022-08-17,14.733333333333333,17.9,21.2,13.8,7.34,4.6
6d95ccac-bdd1-498f-9b28-42c9728467bd,2021-09-13,7,2,2,2,53.080482,2,Cheshire East,-2.735349,1,2,Cheshire,1,2,50,2024-12-10T17:40:00.000+01:00,0,2,2021-09-13,12.833333333333334,17.7,16.3,12.4,4.37,1.9
201001QA10124,2022-04-14,3,2,1,1,51.561594,2,Harrow,-0.331991,1,2,Metropolitan Police,1,4,30,2024-12-10T10:45:00.000+01:00,1,2,2022-04-14,13.8,17.3,8.1,5.6,15.93,0.0
200950KT3A009,2021-07-27,1,2,1,1,50.900444,1,Mid Devon,-3.487909,1,1,Devon and Cornwall,2,2,30,2024-12-10T23:58:00.000+01:00,1,2,2021-07-27,15.566666666666666,20.5,22.9,15.1,14.51,11.9
201042I248408,2022-08-04,3,2,2,1,51.667575,2,Brentwood,0.379795,1,2,Essex,2,2,30,2024-12-10T17:00:00.000+01:00,0,2,2022-08-04,15.266666666666667,24.3,20.6,16.8,19.31,0.0
2009160A04030,2021-09-15,2,3,6,1,53.549234,2,North East Lincolnshire,-0.102534,1,2,Humberside,1,2,30,2024-12-10T12:42:00.000+01:00,1,2,2021-09-15,12.7,18.4,14.8,11.4,11.69,0.3
201006A027643,2022-02-07,7,2,3,1,53.533333,1,Manchester,-2.225823,1,2,Greater Manchester,1,2,30,2024-12-10T16:50:00.000+01:00,1,2,2022-02-07,9.316666666666666,9.0,19.5,-0.6,1.64,2.7
200942I223907,2021-07-12,7,2,6,1,51.60673,2,Basildon,0.395532,4,3,Essex,1,2,60,2024-12-10T15:12:00.000+01:00,0,2,2021-07-12,16.3,19.5,15.5,13.8,12.87,11.8
200920G025902,2021-05-02,6,2,3,1,52.60818,2,Wolverhampton,-2.056526,1,3,West Midlands,1,2,30,2024-12-10T13:40:00.000+01:00,1,2,2021-05-02,15.05,12.5,16.3,1.0,19.72,0.2
200901YE80676,2021-10-15,4,1,2,1,51.636814,2,Enfield,-0.08168,1,1,Metropolitan Police,1,2,30,2024-12-10T16:04:00.000+01:00,1,2,2021-10-15,10.7,13.9,16.0,9.6,6.75,0.0
200901LX50220,2021-03-20,5,1,2,2,51.46477,2,Lambeth,-0.1141,1,1,Metropolitan Police,1,2,30,2024-12-10T17:40:00.000+01:00,1,2,2021-03-20,12.183333333333334,10.2,12.5,0.3,5.63,0.0
f9f616b2-74aa-450b-be85-713e5992300d,2022-09-10,5,2,3,1,52.28131,2,Warwick,-1.562998,1,2,Warwickshire,2,2,30,2024-12-10T08:50:00.000+01:00,1,2,2022-09-10,13.016666666666667,20.1,14.7,12.6,11.08,2.8
201042I121404,2022-04-17,6,2,3,2,51.742874,2,Chelmsford,0.413739,1,2,Essex,1,2,60,2024-12-10T10:37:00.000+01:00,0,2,2022-04-17,14.016666666666667,16.7,19.4,6.1,19.38,0.0
201001CW12778,2022-12-12,7,1,3,1,51.514663,1,Westminster,-0.129912,1,1,Metropolitan Police,1,2,30,2024-12-10T21:50:00.000+01:00,1,4,2022-12-12,7.916666666666667,1.4,12.4,-2.7,2.17,0.2
200942I287407,2021-07-27,1,2,4,1,51.847225,2,Tendring,1.163092,1,2,Essex,2,2,30,2024-12-10T11:20:00.000+01:00,0,2,2021-07-27,15.7,21.0,25.0,16.7,16.15,0.6
b0a89d0e-6123-46ab-8812-5675e25bcaa3,2022-08-25,3,2,4,1,51.519073,2,Cardiff,-3.141308,2,1,South Wales,5,5,70,2024-12-10T13:28:00.000+01:00,0,2,2022-08-25,14.016666666666667,22.5,19.0,13.1,17.48,0.9
200934TK39079,2021-09-09,3,2,1,1,52.372854,2,Kettering,-0.714528,2,2,Northamptonshire,1,5,70,2024-12-10T10:10:00.000+01:00,0,1,2021-09-09,13.083333333333334,22.8,19.8,15.7,13.61,0.4
79e369fe-be27-4c18-9837-3ed3a2f481f9,2021-07-15,3,2,6,2,54.02484,2,Harrogate,-1.512413,1,2,North Yorkshire,1,2,60,2024-12-10T17:10:00.000+01:00,0,2,2021-07-15,16.616666666666667,21.1,19.2,12.7,23.39,0.0
0d5ea004-3c9f-4d1b-8f17-0e2f0a6304ad,2021-07-07,2,3,6,1,51.098421,2,Sedgemoor,-2.880132,2,1,Avon and Somerset,2,2,60,2024-12-10T08:45:00.000+01:00,0,2,2021-07-07,16.333333333333332,19.5,20.4,13.1,18.14,7.2
201001XD80645,2022-08-16,1,2,3,1,51.495233,2,Ealing,-0.270163,1,2,Metropolitan Police,1,2,30,2024-12-10T13:45:00.000+01:00,1,1,2022-08-16,14.566666666666666,22.7,12.3,17.1,11.59,3.0
9ae2a775-a026-403c-b8a8-de78184d2b1a,2022-01-27,3,2,5,1,52.620223,2,Norwich,1.270149,1,2,Norfolk,2,2,30,2024-12-10T08:23:00.000+01:00,1,2,2022-01-27,8.766666666666667,10.6,30.0,4.3,4.26,0.0
20094100A0324,2021-05-28,4,2,6,1,51.854184,2,East Hertfordshire,-0.012621,1,1,Hertfordshire,1,5,70,2024-12-10T15:45:00.000+01:00,0,2,2021-05-28,16.25,17.7,12.4,8.5,17.73,0.6
aba5be62-fca1-4128-a376-d8e45f8d501d,2022-11-04,4,2,3,1,51.831456,0,Cotswold,-2.102567,2,4,Gloucestershire,2,2,60,2024-12-10T18:37:00.000+01:00,0,2,2022-11-04,9.466666666666667,10.1,19.9,3.8,6.76,0.7
20104100D0427,2022-05-28,5,2,1,1,51.756876,2,Dacorum,-0.475349,1,1,Hertfordshire,1,4,30,2024-12-10T07:45:00.000+01:00,1,2,2022-05-28,16.216666666666665,15.9,16.3,8.1,19.66,0.2
21c8fda4-c625-4bba-8c6b-f9f2f9d824a1,2022-02-27,6,3,6,1,54.989529,2,Newcastle upon Tyne,-1.561116,3,2,Northumbria,2,2,30,2024-12-10T14:58:00.000+01:00,1,2,2022-02-27,10.616666666666667,8.2,26.3,1.5,10.25,0.0
201001CW11106,2022-06-07,1,2,3,1,51.555107,2,Camden,-0.174127,1,1,Metropolitan Police,1,2,30,2024-12-10T13:00:00.000+01:00,1,2,2022-06-07,16.5,19.6,16.7,9.9,21.2,2.8
6a2dc6c2-bfe0-4747-b9f4-e353f176a3bc,2021-04-03,5,2,6,1,53.291454,2,Cheshire West and Chester,-2.591045,1,2,Cheshire,1,2,60,2024-12-10T12:45:00.000+01:00,0,2,2021-04-03,13.166666666666666,10.6,13.1,2.3,13.76,0.0
7b5e49d1-409c-449b-aa5d-a35929380132,2022-09-21,2,2,1,1,50.895261,2,Eastleigh,-1.319156,1,2,Hampshire,1,2,40,2024-12-10T10:15:00.000+01:00,0,1,2022-09-21,12.283333333333333,19.1,13.0,8.7,12.65,0.0
88d753ef-cbb4-4524-b2b8-ed6b5362530a,2021-02-17,2,2,2,1,54.85238,2,Sunderland,-1.488466,2,2,Northumbria,2,5,30,2024-12-10T11:46:00.000+01:00,1,1,2021-02-17,9.9,9.7,27.7,4.1,5.94,0.0
"2cdd9a32-94a4-410b-8066-3258c29d9475,2022-11-07,7,3,6,1,51.439221,2,""Bristol, City of"",-2.558774,3,3,Avon and Somerset,1,2,30,2024-12-10T10:30:00.000+01:00,1,2,2022-11-07,9.316666666666666,14.5,40.0,10.7,1.55,6.0"
a7e353b7-57c5-45cf-a696-17d943d04632,2021-10-19,1,3,6,2,51.671988,2,Monmouthshire,-2.682962,1,2,Gwent,1,2,60,2024-12-10T16:34:00.000+01:00,0,3,2021-10-19,10.433333333333334,16.9,29.9,15.0,1.42,19.5
200954ED00809,2021-01-08,4,2,6,2,51.371782,2,West Wiltshire,-2.131131,1,2,Wiltshire,2,2,30,2024-12-10T08:30:00.000+01:00,1,2,2021-01-08,8.133333333333333,2.3,11.5,-1.6,1.77,0.0
201042I293709,2022-09-11,6,1,3,1,51.726276,2,Chelmsford,0.480916,1,2,Essex,1,2,40,2024-12-10T05:40:00.000+01:00,1,2,2022-09-11,12.933333333333334,21.4,13.3,12.4,13.7,0.1
67788287-9f3b-4869-8e3e-956be0b59adc,2021-02-28,6,3,6,1,52.962094,0,Newcastle-under-Lyme,-2.301591,1,1,Staffordshire,1,2,60,2024-12-10T21:40:00.000+01:00,0,2,2021-02-28,10.8,10.1,9.7,-1.4,10.03,0.0
9bbfec97-6812-4507-9741-e5a451b96d75,2021-01-31,6,3,6,1,53.635549,2,Kirklees,-1.783395,3,2,West Yorkshire,1,2,30,2024-12-10T16:00:00.000+01:00,1,1,2021-01-31,8.9,2.3,16.6,-3.2,2.55,0.0
625d1870-8132-43bf-8c7d-cad2409b21e7,2021-03-18,3,2,3,1,52.653387,1,Broadland,1.300133,2,2,Norfolk,1,2,40,2024-12-10T18:41:00.000+01:00,1,2,2021-03-18,12.05,7.0,21.3,4.8,2.77,6.2
"633ecd6e-2f98-4c5a-935d-f8bb46951137,2021-03-08,7,3,6,2,55.972512,2,""Edinburgh, City of"",-3.174917,1,2,Lothian and Borders,2,2,30,2024-12-10T11:42:00.000+01:00,1,2,2021-03-08,11.283333333333333,9.9,20.5,5.3,6.2,2.0"
200942I395411,2021-11-24,2,2,5,1,51.528415,2,Castle Point,0.589383,1,1,Essex,1,2,30,2024-12-10T11:15:00.000+01:00,1,2,2021-11-24,8.45,7.7,7.4,2.0,2.52,0.0
c2e9c040-ab24-4da4-ab12-448e97e10356,2021-06-14,7,3,6,2,54.280526,2,Ryedale,-0.707015,3,4,North Yorkshire,1,2,60,2024-12-10T13:03:00.000+01:00,0,2,2021-06-14,17.166666666666668,18.2,24.7,10.5,18.14,0.0
201011NH29480,2022-12-01,3,2,6,1,54.857305,1,County Durham,-1.736241,1,1,Durham,3,2,30,2024-12-10T16:00:00.000+01:00,1,1,2022-12-01,7.616666666666666,5.1,12.4,-1.3,0.43,0.4
c42d2fef-8f42-439d-86bc-073e3154cf3b,2021-08-07,5,2,3,2,52.293537,2,Warwick,-1.539124,1,2,Warwickshire,1,2,30,2024-12-10T15:45:00.000+01:00,1,2,2021-08-07,15.166666666666666,19.0,24.0,11.6,16.2,2.7
b768507f-cc91-49bb-9423-ba4087183c7c,2022-11-13,6,3,6,2,51.252366,1,Sevenoaks,0.199639,3,1,Kent,2,2,40,2024-12-10T03:30:00.000+01:00,1,2,2022-11-13,9.0,13.9,13.3,9.2,5.7,0.0
201001YE80323,2022-04-30,5,2,2,1,51.613155,2,Enfield,-0.064768,1,1,Metropolitan Police,1,2,30,2024-12-10T15:56:00.000+01:00,1,2,2022-04-30,14.816666666666666,16.5,13.5,3.2,20.88,0.0
07f3ae8f-a97c-494b-8002-7311b48b1de6,2022-01-29,5,2,1,1,52.483076,2,South Norfolk,1.526316,6,2,Norfolk,3,4,60,2024-12-10T19:50:00.000+01:00,0,2,2022-01-29,8.883333333333333,13.1,31.0,5.3,4.84,0.0
fdaa6e76-ea79-418a-9fda-7eaf6f2d8c20,2022-03-05,5,2,2,2,52.227675,1,East Cambridgeshire,0.466023,3,2,Cambridgeshire,1,2,40,2024-12-10T19:00:00.000+01:00,0,2,2022-03-05,11.166666666666666,7.1,29.2,2.4,2.71,7.9
2009170H11619,2021-11-06,5,1,2,1,54.682337,1,Hartlepool,-1.216845,1,2,Cleveland,2,2,30,2024-12-10T17:45:00.000+01:00,1,2,2021-11-06,9.0,12.9,36.2,9.1,2.27,1.9
83363e6d-ef30-4196-82bf-ad2b79ad3dff,2022-04-21,3,2,3,1,51.270887,2,Sevenoaks,0.086975,1,2,Kent,1,2,50,2024-12-10T17:10:00.000+01:00,0,2,2022-04-21,14.216666666666667,15.9,24.1,6.9,23.18,0.0
02df359c-232d-4127-b02d-3ab1ee7f89f3,2021-08-24,1,1,4,1,53.010807,2,Newcastle-under-Lyme,-2.224577,1,1,Staffordshire,2,2,30,2024-12-10T16:00:00.000+01:00,1,2,2021-08-24,14.183333333333334,18.9,13.0,12.4,12.23,0.1
200950JI2C008,2021-09-11,5,2,3,1,50.388839,2,South Hams,-3.953393,2,2,Devon and Cornwall,1,2,60,2024-12-10T14:45:00.000+01:00,0,2,2021-09-11,12.883333333333333,17.7,20.3,13.4,12.93,0.0
201022F001128,2022-03-02,2,3,6,1,52.480838,2,Shropshire,-2.708965,1,2,West Mercia,2,2,60,2024-12-10T09:30:00.000+01:00,0,2,2022-03-02,10.95,7.0,21.5,4.5,1.65,3.1
577b7fde-1484-4972-b13a-30cedfbebcfc,2021-10-31,6,1,1,1,51.437528,1,Dartford,0.238167,1,2,Kent,1,4,30,2024-12-10T17:20:00.000+01:00,1,2,2021-10-31,9.716666666666667,13.5,44.3,9.4,3.34,10.4
6d9d252c-dabc-4c70-8df7-e95bad44ca8f,2022-04-24,6,2,3,1,51.355824,2,Thanet,1.438265,1,2,Kent,1,2,30,2024-12-10T17:35:00.000+01:00,1,2,2022-04-24,14.416666666666666,12.7,29.2,8.6,24.09,0.0
13686d4f-e0cd-441e-b006-589550e90117,2022-05-29,6,3,6,1,50.711573,2,Isle of Wight,-1.280179,2,4,Hampshire,2,2,30,2024-12-10T10:53:00.000+01:00,1,2,2022-05-29,16.1,15.3,17.1,9.6,24.07,0.6
d08fc0b9-cccc-44b5-a228-dff6239bc3ed,2022-04-17,6,3,6,1,51.383366,2,Gravesham,0.34504,1,2,Kent,1,2,60,2024-12-10T09:45:00.000+01:00,0,2,2022-04-17,13.983333333333333,16.1,16.1,6.4,20.41,0.0
201001LX50310,2022-04-16,5,1,3,1,51.471984,1,Southwark,-0.093068,2,2,Metropolitan Police,1,2,30,2024-12-10T23:50:00.000+01:00,1,2,2022-04-16,13.933333333333334,17.8,14.9,7.1,21.79,0.0
200920D175703,2021-07-07,2,2,4,1,52.452742,2,Birmingham,-1.786154,1,2,West Midlands,1,5,40,2024-12-10T18:10:00.000+01:00,1,2,2021-07-07,16.6,19.9,18.8,13.1,17.66,4.6
200901HT20613,2021-10-01,4,2,3,1,51.521916,2,Tower Hamlets,-0.018474,1,1,Metropolitan Police,1,2,30,2024-12-10T10:22:00.000+01:00,1,4,2021-10-01,11.6,16.5,30.4,8.9,5.44,7.7
201050JA2D005,2022-07-05,1,2,6,1,50.486547,2,Teignbridge,-3.783457,2,2,Devon and Cornwall,1,2,30,2024-12-10T10:35:00.000+01:00,0,2,2022-07-05,16.3,19.2,19.7,10.6,19.3,0.1
200943W077099,2021-09-13,7,1,2,1,51.447218,2,Reading,-0.984897,1,2,Thames Valley,1,2,30,2024-12-10T17:18:00.000+01:00,1,2,2021-09-13,12.783333333333333,19.1,17.1,13.2,6.8,0.4
201045GU52655,2022-07-25,7,3,6,1,51.294076,2,Guildford,-0.541648,1,2,Surrey,1,2,60,2024-12-10T12:50:00.000+01:00,0,2,2022-07-25,15.733333333333333,23.3,26.7,16.7,17.34,0.0
200901ZD30618,2021-08-26,3,1,3,1,51.383099,2,Croydon,-0.107544,1,1,Metropolitan Police,1,2,30,2024-12-10T17:30:00.000+01:00,1,2,2021-08-26,13.933333333333334,18.1,20.7,14.2,10.0,0.1
200997BC03207,2021-07-29,3,2,1,2,55.879375,2,Glasgow City,-4.210597,1,1,Strathclyde,1,4,30,2024-12-10T14:30:00.000+01:00,1,2,2021-07-29,16.216666666666665,19.0,21.5,11.8,15.28,0.6
a1ddb457-28f2-4463-81e1-220e40b78a66,2021-03-06,5,3,6,1,55.331896,2,Alnwick,-1.584768,1,2,Northumbria,1,2,30,2024-12-10T10:15:00.000+01:00,0,2,2021-03-06,11.133333333333333,6.3,14.1,-1.2,7.24,0.0
d0b3bf91-a27d-4992-8466-1e42b0052f69,2022-08-25,3,2,4,1,52.247951,2,South Cambridgeshire,-0.116951,2,2,Cambridgeshire,1,2,30,2024-12-10T11:10:00.000+01:00,0,2,2022-08-25,14.066666666666666,19.6,18.2,14.2,5.49,17.5
945b4e0b-b6d1-496a-ac8a-4843231eff6f,2021-05-31,7,2,5,1,54.023841,2,Craven,-2.048201,2,2,North Yorkshire,1,2,60,2024-12-10T11:00:00.000+01:00,0,2,2021-05-31,16.75,18.6,19.4,6.1,24.5,0.0
a7549df8-64f0-466e-9636-ac19d21782d0,2022-12-22,3,2,3,1,53.269227,1,Cheshire West and Chester,-2.897376,2,2,Cheshire,3,2,30,2024-12-10T16:40:00.000+01:00,1,2,2022-12-22,7.516666666666667,7.5,12.1,3.8,0.99,1.7
201020T027150,2022-08-04,3,2,3,2,52.457375,2,Birmingham,-1.885617,1,2,West Midlands,1,2,30,2024-12-10T14:57:00.000+01:00,1,2,2022-08-04,15.366666666666667,20.3,19.4,11.7,21.39,0.0
04577e25-730c-4ea0-8fe1-e4c661a107c5,2021-06-01,1,2,3,1,50.766263,2,Eastbourne,0.283263,1,2,Sussex,1,3,30,2024-12-10T18:30:00.000+01:00,1,2,2021-06-01,16.2,22.2,24.6,12.7,29.56,0.0
20104100B0093,2022-02-10,3,2,3,1,51.850786,2,Welwyn Hatfield,-0.180477,2,2,Hertfordshire,2,2,40,2024-12-10T18:20:00.000+01:00,1,2,2022-02-10,9.683333333333334,7.4,21.3,2.6,6.08,0.1
52ff046a-8fea-4338-82c3-190991d6692e,2021-08-16,7,2,6,1,51.887501,2,Tewkesbury,-2.213559,1,1,Gloucestershire,1,2,30,2024-12-10T21:15:00.000+01:00,1,2,2021-08-16,14.583333333333334,17.6,20.9,11.9,11.06,0.0
5aa9c7da-f216-459b-b383-260660ea3dfb,2022-04-20,2,2,4,1,51.376149,2,North Somerset,-2.837028,3,2,Avon and Somerset,1,2,50,2024-12-10T19:05:00.000+01:00,0,2,2022-04-20,14.183333333333334,17.4,17.0,6.4,19.37,0.0
201001JC30561,2022-10-26,2,3,6,1,51.600229,1,Waltham Forest,-0.012322,1,2,Metropolitan Police,2,5,50,2024-12-10T21:17:00.000+01:00,1,2,2022-10-26,10.016666666666667,18.8,31.2,12.8,6.9,0.4
201037B044259,2022-02-07,7,3,6,1,52.208247,0,Mid Suffolk,1.102316,1,1,Suffolk,2,2,50,2024-12-10T06:40:00.000+01:00,0,2,2022-02-07,9.466666666666667,9.2,27.3,0.8,6.21,0.0
200914K130709,2021-04-29,3,2,6,1,53.456528,2,Sheffield,-1.495604,1,2,South Yorkshire,1,2,50,2024-12-10T08:55:00.000+01:00,0,2,2021-04-29,14.966666666666667,8.3,22.8,1.3,19.16,1.3
200901QK50559,2021-10-12,1,2,3,1,51.5543,2,Brent,-0.293743,1,2,Metropolitan Police,1,2,30,2024-12-10T13:35:00.000+01:00,1,1,2021-10-12,10.9,15.2,18.4,7.9,6.13,0.8
201001FH10553,2022-10-03,7,2,3,1,51.486768,2,Hammersmith and Fulham,-0.221222,1,2,Metropolitan Police,2,2,30,2024-12-10T12:00:00.000+01:00,1,2,2022-10-03,11.5,18.2,14.0,6.7,7.6,0.0
200932D064409,2021-03-10,2,3,6,1,53.218747,2,Lincoln,-0.53522,1,1,Lincolnshire,1,2,30,2024-12-10T17:10:00.000+01:00,1,2,2021-03-10,11.483333333333333,11.6,39.4,5.5,1.17,7.9
201032D024910,2022-01-29,5,3,6,1,53.174611,2,North Kesteven,-0.580115,1,1,Lincolnshire,2,2,50,2024-12-10T12:05:00.000+01:00,0,2,2022-01-29,8.816666666666666,13.9,45.4,4.9,3.84,0.0
4d328252-24fa-4c49-ab81-8fccf15ae732,2021-11-10,2,2,3,1,54.967852,2,Northumberland,-1.97263,1,3,Northumbria,2,2,60,2024-12-10T15:57:00.000+01:00,0,2,2021-11-10,8.716666666666667,10.7,12.4,6.2,4.85,0.1
201020J012830,2022-12-13,1,2,3,1,52.459463,2,Dudley,-2.090627,1,2,West Midlands,1,2,30,2024-12-10T16:40:00.000+01:00,1,2,2022-12-13,7.716666666666667,-0.5,13.3,-3.5,1.95,0.0
11a38e86-266e-4ef5-9d9b-22a82749291b,2022-12-06,1,2,1,1,50.855252,2,Chichester,-0.712375,1,3,Sussex,1,5,70,2024-12-10T11:17:00.000+01:00,0,2,2022-12-06,8.133333333333333,6.4,18.3,2.3,4.31,0.0
201005AA01191,2022-01-15,5,1,3,1,53.387529,1,Wirral,-3.110521,2,2,Merseyside,2,5,30,2024-12-10T07:00:00.000+01:00,1,2,2022-01-15,8.066666666666666,7.0,20.1,-0.4,3.26,0.2
3793d81d-60e5-41ca-b635-92194ea8aeef,2021-07-13,1,1,3,1,52.210476,2,Cambridge,0.110244,1,2,Cambridgeshire,1,2,30,2024-12-10T06:51:00.000+01:00,1,2,2021-07-13,16.35,20.8,23.8,13.3,19.68,0.8
dbb219b7-7bed-403e-a1c5-ab00296a0530,2022-08-11,3,3,6,1,51.382426,0,Bath and North East Somerset,-2.368546,1,2,Avon and Somerset,2,3,30,2024-12-10T04:10:00.000+01:00,1,2,2022-08-11,14.85,31.0,12.4,14.5,24.75,0.0
8e9d9067-6551-418e-a734-5eec46b02422,2021-07-13,1,2,1,1,50.840875,2,Chichester,-0.78052,1,2,Sussex,1,4,30,2024-12-10T15:30:00.000+01:00,1,4,2021-07-13,16.133333333333333,21.8,17.7,14.7,22.29,0.7
200922D902423,2021-04-25,6,3,6,1,52.303862,2,Redditch,-1.943504,2,1,West Mercia,1,2,30,2024-12-10T15:00:00.000+01:00,1,2,2021-04-25,14.583333333333334,12.6,22.3,2.8,22.91,0.0
201042I028802,2022-02-05,5,2,6,3,51.554381,2,Southend-on-Sea,0.721568,1,1,Essex,1,5,40,2024-12-10T13:40:00.000+01:00,1,2,2022-02-05,9.4,9.8,36.1,1.5,5.79,0.0
10f0d179-dabd-495f-a4ea-f391f5a2f274,2021-08-11,2,3,6,1,51.250161,2,Mendip,-2.654915,1,1,Avon and Somerset,1,2,60,2024-12-10T18:45:00.000+01:00,0,2,2021-08-11,14.833333333333334,18.5,24.8,10.5,15.09,1.7
36e39ea7-943d-4d33-9d11-8423058c68c1,2021-06-19,5,2,3,1,52.980753,1,Stoke-on-Trent,-2.121354,1,2,Staffordshire,1,2,30,2024-12-10T01:15:00.000+01:00,1,2,2021-06-19,16.916666666666668,16.6,20.7,10.1,17.42,1.2
200901FH10483,2021-08-28,5,2,1,1,51.499793,2,Hammersmith and Fulham,-0.238149,1,2,Metropolitan Police,1,4,30,2024-12-10T12:31:00.000+01:00,1,2,2021-08-28,13.816666666666666,20.1,23.6,11.0,12.99,0.3
74919be7-b5ab-491f-809c-bd1a87f47556,2021-05-26,2,1,1,1,52.583679,2,Blaby,-1.191603,1,2,Leicestershire,1,4,30,2024-12-10T19:00:00.000+01:00,1,2,2021-05-26,16.3,12.7,23.8,7.1,13.13,1.2
e56b010a-c0a6-4f8f-89aa-b94ebcd08ec3,2022-10-29,5,2,3,2,51.055193,2,Taunton Deane,-3.191792,1,2,Avon and Somerset,1,2,60,2024-12-10T15:52:00.000+01:00,0,2,2022-10-29,9.866666666666667,18.6,31.3,13.2,4.54,5.1
200997AC70402,2021-02-26,4,3,6,1,55.869535,2,Glasgow City,-4.242806,1,2,Strathclyde,2,5,50,2024-12-10T16:45:00.000+01:00,1,2,2021-02-26,10.5,9.1,15.8,3.1,6.1,0.0
200901RY10283,2021-07-27,1,1,1,1,51.463393,2,Bexley,0.182851,1,2,Metropolitan Police,2,4,30,2024-12-10T14:50:00.000+01:00,1,2,2021-07-27,15.65,20.0,17.8,15.2,13.0,1.7
200922C905770,2021-10-17,6,2,3,1,52.192893,1,Worcester,-2.227893,1,1,West Mercia,1,2,30,2024-12-10T20:58:00.000+01:00,0,2,2021-10-17,10.55,16.9,23.9,10.6,5.48,0.6
201030D000141,2022-02-18,4,1,2,1,52.909066,2,Derby,-1.490686,2,2,Derbyshire,2,2,30,2024-12-10T16:40:00.000+01:00,1,2,2022-02-18,10.116666666666667,9.6,51.6,3.1,6.15,9.3
201043P012050,2022-05-01,6,2,3,1,51.897683,2,Cherwell,-1.152815,1,2,Thames Valley,1,3,30,2024-12-10T09:20:00.000+01:00,1,2,2022-05-01,14.9,12.1,16.4,9.0,5.98,2.7
